name	x	y	z
Fp1	80.78	26.13	-4.00
Fz	60.74	-0.00	59.46
F3	57.55	48.20	39.87
F7	49.87	68.42	-7.49
FT9	23.30	70.08	-42.09
FC5	28.76	76.25	24.17
FC1	32.44	32.35	71.60
C3	0.00	63.17	56.87
T7	0.00	84.54	-8.85
TP9	-23.30	70.08	-42.09
CP5	-28.76	76.25	24.17
CP1	-32.44	32.35	71.60
Pz	-60.74	-0.00	59.46
P3	-57.55	48.20	39.87
P7	-49.87	68.42	-7.49
O1	-80.78	26.13	-4.00
Oz	-84.98	-0.00	-1.79
O2	-80.78	-26.13	-4.00
P4	-57.58	-48.14	39.89
P8	-49.93	-68.38	-7.49
TP10	-23.30	-70.08	-42.09
CP6	-28.76	-76.25	24.17
CP2	-32.44	-32.35	71.60
Cz	0.00	-0.00	85.00
C4	0.00	-63.17	56.88
T8	0.00	-84.54	-8.85
FT10	23.30	-70.08	-42.09
FC6	28.76	-76.25	24.17
FC2	32.44	-32.35	71.60
F4	57.58	-48.14	39.89
F8	49.93	-68.38	-7.49
Fp2	80.78	-26.13	-4.00
AF7	68.69	49.71	-5.96
AF3	76.15	31.48	20.85
AFz	79.03	-0.00	31.30
F1	59.91	26.04	54.38
F5	54.04	63.06	18.13
FT7	26.21	80.41	-8.51
FC3	30.96	59.27	52.47
FCz	32.93	-0.00	78.36
C1	0.00	34.54	77.67
C5	0.00	80.83	26.29
TP7	-26.21	80.41	-8.51
CP3	-30.96	59.27	52.47
P1	-59.91	26.04	54.38
P5	-54.04	63.06	18.13
PO7	-68.69	49.71	-5.96
PO3	-76.15	31.48	20.85
POz	-79.03	-0.00	31.30
PO4	-76.15	-31.48	20.85
PO8	-68.72	-49.67	-5.95
P6	-54.03	-63.04	18.21
P2	-59.87	-26.03	54.43
CP4	-30.96	-59.27	52.47
TP8	-26.28	-80.39	-8.51
C6	0.00	-80.83	26.29
C2	0.00	-34.61	77.64
FC4	30.96	-59.27	52.47
FT8	26.21	-80.41	-8.51
F6	54.03	-63.04	18.21
F2	59.87	-26.03	54.43
AF4	76.15	-31.48	20.85
AF8	68.72	-49.67	-5.95
VEOG	62.04	-31.61	-48.75
EKG	n/a	n/a	n/a
